total_packets,total_bytes,udp_packets,tcp_packets,icmp_packets,syn_packets,http_requests,dns_queries,baseline_packets,attack_packets,udp_tcp_ratio,syn_total_ratio,baseline_attack_ratio,bytes_per_packet,ntp_monlist_queries,ntp_responses,avg_ntp_response_size,dns_any_queries,dns_txt_queries,dns_responses,avg_dns_response_size,snmp_getbulk_requests,snmp_responses,avg_snmp_response_size,ssdp_msearch_packets,ssdp_responses,portmap_getport_calls,portmap_dump_calls,netbios_name_queries,netbios_dgram_packets,ldap_bind_requests,ldap_search_requests,mssql_sqlbatch_packets,mssql_rpc_packets,tftp_rrq_packets,tftp_wrq_packets,ntp_amplification_factor,dns_amplification_factor,snmp_amplification_factor,query_response_ratio,fragmentation_ratio,syn_ack_ratio,delta_pps_5w,delta_pps_10w,pps_variance,pps_baseline,ratio_vs_baseline,top_ip_pps_50ms,top_ip_pps_1s,top_ip_pps_1min,ratio_50ms_1min,num_heavy_hitters,ip_concentration,new_ips_ratio,attack_entropy,adaptive_threshold,label,run_id
3833272051,472976300833,1942554773,1731546788,159170490,469255114,809470164,422049885,1801766149,971456669,1.121860977977801,0.1224163345979014,1.854705625578448,123.3870945083621,0,0,0,0,0,422049873,108,0,0,0,971456669,16761,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002096942585,595712.0,1191424.0,472758910976.0,5882924.0,1.86,280.0,8256.0,4479.0,0.06,5,0.0069999999999999,0.2727272727272727,0.4409434905023277,0.0,ssdp,run2
3870469825,477680740296,1959459804,1750382886,160627135,474400307,817971776,424403447,1818873035,982492451,1.119446390656724,0.122569178536355,1.8512844889023987,123.41673282416043,0,0,0,0,0,424403434,108,0,0,0,982492451,16957,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002053120509,597248.0,1192960.0,472235671552.0,6529445.0,1.8,334.0,3232.0,5462.0,0.06,5,0.009,0.2727272727272727,0.4409305489987896,0.0,ssdp,run2
3907731494,482393390917,1976396700,1769251192,162083602,479554158,826488852,426761788,1836009161,993547677,1.1170808921518025,0.1227193216157036,1.847932619140933,123.44588968246036,0,0,0,0,0,426761776,108,0,0,0,993547677,17139,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021102956795,595456.0,1191168.0,473256067072.0,6653496.0,1.78,334.0,11008.0,6415.0,0.05,5,0.009,0.2727272727272727,0.4409177654276269,0.0,ssdp,run2
3944898547,487093626893,1993285668,1788073896,163538983,484695754,834983785,429113837,1853101785,1004573597,1.1147669413770134,0.1228664687381122,1.8446650305502703,123.4743101982744,0,0,0,0,0,429113829,108,0,0,0,1004573597,17330,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020466468027,595456.0,1192960.0,472560467968.0,5954184.0,1.84,318.0,5088.0,7347.0,0.04,5,0.008,0.2727272727272727,0.4409053584326882,0.0,ssdp,run2
3982089715,491797091639,2010188901,1806908979,164991835,489840391,843486973,431468600,1870204602,1015607197,1.1125014731580456,0.1230108877644912,1.841464502737272,123.50226309228194,0,0,0,0,0,431468586,108,0,0,0,1015607197,17531,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020782301267,595327.0,1190912.0,472052891648.0,6526720.0,1.8,351.0,12832.0,8264.0,0.04,5,0.009,0.2727272727272727,0.4408930887952399,0.0,ssdp,run2
4019366387,496511671652,2027132274,1825783826,166450287,494995888,852007993,433827884,1887346913,1026666909,1.110280551910202,0.1231527162094466,1.8383244813435395,123.52983625923925,0,0,0,0,0,433827875,108,0,0,0,1026666909,17709,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002052544409,595456.0,1191168.0,472768249856.0,6656214.0,1.78,329.0,7648.0,9167.0,0.04,5,0.008,0.2727272727272727,0.4408808915299343,0.0,ssdp,run2
4056534267,501212146038,2044021432,1844606821,167906014,500137098,860506465,436179589,1904438569,1037693597,1.108106838123852,0.1232917227073925,1.835260981185374,123.55673909015694,0,0,0,0,0,436179581,108,0,0,0,1037693597,17904,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002135416758,597504.0,1193216.0,471811194880.0,5953481.0,1.84,336.0,1760.0,10129.0,0.03,5,0.008,0.2727272727272727,0.4408690152924814,0.0,ssdp,run2
4093729482,505916348992,2060923781,1863443447,169362254,505282387,869008667,438532133,1921544463,1048728733,1.105976027508604,0.1234283772832843,1.832260719607841,123.58323900406666,0,0,0,0,0,438532123,108,0,0,0,1048728733,18100,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002030549784,595456.0,1191168.0,472674893824.0,5821526.0,1.89,313.0,9632.0,11047.0,0.03,5,0.008,0.2727272727272727,0.4408573539202493,0.0,ssdp,run2
4130991624,510629090611,2077860441,1882311434,170819749,510436181,877525449,440890155,1938680865,1059784114,1.103887700763975,0.1235626279255801,1.8293167819648972,123.60932606214357,0,0,0,0,0,440890151,108,0,0,0,1059784115,18283,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000021197579385,595456.0,1192704.0,472343773184.0,5864861.0,1.88,369.0,4512.0,11981.0,0.03,5,0.009,0.2727272727272727,0.4408457867877453,0.0,ssdp,run2
4168161011,515329553421,2094750138,1901135991,172274882,515577988,886023288,443242489,1955773667,1070810781,1.101841292741062,0.1236943550499517,1.826441890296956,123.63475212714138,0,0,0,0,0,443242471,108,0,0,0,1070810781,18468,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020404305414,595710.0,1191168.0,472230789120.0,5880944.0,1.86,319.0,11872.0,623.0,0.51,5,0.008,0.2727272727272727,0.4408345416121774,0.0,ssdp,run2
4205357101,520033756652,2111655850,1919973005,173728246,520723549,894524404,445596826,1972880133,1081846173,1.0998362187910034,0.1238238600180175,1.82362352637356,123.65983296123416,0,0,0,0,0,445596817,108,0,0,0,1081846173,18669,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002085561781,595456.0,1192960.0,472752193536.0,5820792.0,1.89,376.0,6368.0,1590.0,0.24,5,0.009,0.2727272727272727,0.4408234601675695,0.0,ssdp,run2
4242637914,524748607552,2128599638,1938851847,175186429,525880161,903047091,447956645,1990024453,1092906397,1.0978660599022037,0.1239512236631561,1.8208553435706532,123.68451378337444,0,0,0,0,0,447956631,108,0,0,0,1092906397,18858,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002080324034,597248.0,1192960.0,471597121536.0,5865431.0,1.88,365.0,992.0,2520.0,0.14,5,0.009,0.2727272727272727,0.4408124752704839,0.0,ssdp,run2
4279813996,529449926872,2145493929,1957678178,176641889,531022295,911547114,450310536,2007119492,1103934747,1.0959380112168773,0.1240760218776573,1.8181504816787872,123.70863018038506,0,0,0,0,0,450310522,108,0,0,0,1103934749,19044,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020451139635,595712.0,1191680.0,473148686336.0,5880484.0,1.86,384.0,8576.0,3459.0,0.11,5,0.009,0.2727272727272727,0.4408017197153809,0.0,ssdp,run2
4317019222,534155354256,2162406904,1976516342,178095976,536168104,920048972,452666119,2024230112,1114973085,1.0940495952651224,0.124198683496156,1.8154968395492703,123.73244750310263,0,0,0,0,0,452666108,108,0,0,0,1114973085,19238,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002051597475,597248.0,1192960.0,472263884800.0,5819771.0,1.89,314.0,3264.0,4389.0,0.07,5,0.008,0.2727272727272727,0.4407910718468886,0.0,ssdp,run2
4354284442,538868145054,2179349064,1995379700,179555678,541320530,928564444,455027280,2041366412,1126028612,1.0921976724530174,0.1243190556819393,1.812890356643975,123.75584375155984,0,0,0,0,0,455027269,108,0,0,0,1126028613,19431,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002046848535,595456.0,1191077.0,472496832512.0,5862654.0,1.88,384.0,10976.0,5314.0,0.07,5,0.009,0.2727272727272727,0.4407804586863851,0.0,ssdp,run2
4391460421,543569483145,2196243417,2014204799,181012205,546462624,937061624,457380433,2058462505,1137057181,1.0903774125105736,0.1244375609960666,1.8103421177021704,123.77875035504049,0,0,0,0,0,457380417,108,0,0,0,1137057181,19613,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002064187219,595500.0,1195008.0,473500123136.0,5878855.0,1.86,356.0,5152.0,6243.0,0.06,5,0.008,0.2727272727272727,0.4407702073377451,0.0,ssdp,run2
4428643991,548272261700,2213145108,2033033784,182465099,551605662,945561658,459734229,2075562235,1148089245,1.0885923910450863,0.1245540763992289,1.8078405002391604,123.80138543857046,0,0,0,0,0,459734227,108,0,0,0,1148089245,19809,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002037689644,595464.0,1190920.0,471996334080.0,5816719.0,1.89,391.0,12704.0,7181.0,0.05,5,0.009,0.2727272727272727,0.4407600557704371,0.0,ssdp,run2
4465912713,552985484518,2230080944,2051908492,183923277,556761204,954081970,462092665,2092701169,1159145629,1.0868325525697955,0.1246690743371006,1.8053824443140785,123.82362129655893,0,0,0,0,0,462092663,108,0,0,0,1159145629,20003,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020475585565,595200.0,1190912.0,472592547840.0,6588036.0,1.8,368.0,8064.0,8126.0,0.05,5,0.009,0.2727272727272727,0.440750125242426,0.0,ssdp,run2
4503074291,557685111064,2246967086,2070728132,185379073,561901700,962577499,464443946,2109790510,1170170269,1.0851096535930966,0.1247817965435383,1.8029773665357072,123.84541649215264,0,0,0,0,0,464443927,108,0,0,0,1170170269,20185,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020573014625,596999.0,1192668.0,471575789568.0,5948418.0,1.84,351.0,1856.0,9055.0,0.04,5,0.008,0.2727272727272727,0.4407403569912078,0.0,ssdp,run2
4540317939,562395726701,2263895877,2089588232,186833830,567053164,971091890,466800634,2126918367,1181220509,1.0834172217907092,0.1248928316515413,1.8006107672483698,123.8670362421507,0,0,0,0,0,466800622,108,0,0,0,1181220509,20381,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002038611636,595426.0,1190656.0,472253366272.0,5813396.0,1.89,339.0,9472.0,10012.0,0.03,5,0.008,0.2727272727272727,0.4407306427185256,0.0,ssdp,run2
4577819468,567104724231,2282379350,2107131477,188308641,571790866,979417411,469927397,2143799536,1192277661,1.083168931275948,0.1249046341816116,1.7980707062832406,123.88097175853945,0,0,0,0,0,469927382,108,0,0,0,1192277661,20572,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002056698138,595456.0,1192703.0,472174166016.0,5841250.0,1.89,375.0,4480.0,10946.0,0.03,5,0.009,0.2727272727272727,0.4406894600473574,0.0,ssdp,run2
4615366627,571811980583,2301235420,2124350183,189781024,576426641,987696071,473238951,2160614253,1203333021,1.083265573828418,0.1248929256514295,1.7955247760129405,123.89307866419254,0,0,0,0,0,473238943,108,0,0,0,1203333021,20764,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002057505909,595456.0,1191168.0,472292753408.0,5862070.0,1.88,375.0,12256.0,11867.0,0.03,5,0.009,0.2727272727272727,0.4406412988114301,0.0,ssdp,run2
4652828147,576507958698,2320049019,2141526604,191252524,581051181,995953169,476544955,2177389927,1214362013,1.0833622214482654,0.1248812899686922,1.7930319819712608,123.90484679080927,0,0,0,0,0,476544942,108,0,0,0,1214362013,20945,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002068666724,595390.0,1192894.0,472608145408.0,5877622.0,1.86,420.0,6304.0,540.0,0.78,5,0.01,0.2727272727272727,0.4405939760517166,0.0,ssdp,run2
4690311952,581207118430,2338869009,2158719298,192723645,585680028,1004218792,479849760,2194176267,1225398458,1.0834521242140671,0.1248701651390713,1.7905818737369426,123.91651650849512,0,0,0,0,0,479849748,108,0,0,0,1225398458,21144,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020557321063,597248.0,1192960.0,471752015872.0,5816057.0,1.89,408.0,1056.0,1486.0,0.27,5,0.009,0.2727272727272727,0.4405474138326791,0.0,ssdp,run2
4727859673,585914281682,2357724167,2175939609,194195901,590316299,1012497623,483161527,2210991124,1236453763,1.0835430161977442,0.1248590990065114,1.7881712929042215,123.92801863982058,0,0,0,0,0,483161516,108,0,0,0,1236453767,21333,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020361986035,595374.0,1190912.0,472603557888.0,5858490.0,1.89,395.0,9248.0,2445.0,0.16,5,0.009,0.2727272727272727,0.440501437795921,0.0,ssdp,run2
4765307635,590608707701,2376528452,2193113512,195665671,594940008,1020754726,486465111,2227760760,1247478941,1.0836322146557456,0.124848184748937,1.785810314532596,123.9392612059557,0,0,0,0,0,486465100,108,0,0,0,1247478941,21518,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020707991712,597248.0,1192960.0,472151949312.0,5874289.0,1.86,378.0,3072.0,3376.0,0.11,5,0.008,0.2727272727272727,0.4404562717577365,0.0,ssdp,run2
4802783475,595306654239,2395344443,2210300417,197138615,599567436,1029016423,489769717,2244543547,1258512541,1.0837189481469478,0.1248374904096629,1.783489217530173,123.9503419918384,0,0,0,0,0,489769704,108,0,0,0,1258512541,21715,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020481453524,595365.0,1191077.0,473121718272.0,5813350.0,1.89,366.0,11168.0,4298.0,0.09,5,0.008,0.2727272727272727,0.4404117581234957,0.0,ssdp,run2
4840334138,600014425736,2414202209,2227520302,198611627,604203441,1037296343,493081250,2261359575,1269569181,1.08380705075163,0.1248268040539973,1.7812023234675542,123.96136477964778,0,0,0,0,0,493081243,108,0,0,0,1269569181,21903,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.00000204236053,595505.0,1193184.0,472739872768.0,5858472.0,1.89,353.0,6048.0,5249.0,0.07,5,0.008,0.2727272727272727,0.4403677222982954,0.0,ssdp,run2
4877778679,604708477467,2433005228,2244691917,200081534,608826680,1045551253,496384352,2278128094,1280593569,1.0838927202320388,0.1248163805834701,1.7789626226055175,123.97210231583776,0,0,0,0,0,496384341,108,0,0,0,1280593569,22092,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.00000203670651,595456.0,1191168.0,472197332992.0,5873084.0,1.86,400.0,13760.0,6151.0,0.06,5,0.009,0.2727272727272727,0.4403245129190044,0.0,ssdp,run2
4915269466,609408121190,2451825588,2261889765,201554113,613457221,1053817056,499689562,2294918144,1291631261,1.083972183763783,0.1248064272454274,1.7767595236300184,123.9826474225696,0,0,0,0,0,499689550,108,0,0,0,1291631261,22283,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.00000208327702,595200.0,1190912.0,472735776768.0,5815830.0,1.89,426.0,7584.0,7090.0,0.06,5,0.009,0.2727272727272727,0.4402819991713908,0.0,ssdp,run2
4943983603,612914387467,2461864683,2279095048,203023872,618089177,1062090577,502998073,2311716604,1293878173,1.0801939502963631,0.1250184520484543,1.7866570842910416,123.97176784629396,0,0,0,0,0,502998058,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002061193369,0.0,0.0,458752.0,2685604.0,0.84,0.0,0.0,7285.0,0.0,0,0.0,0.2727272727272727,0.4405178696876172,0.0,ssdp,run2
4970431869,616112702625,2469649070,2296288421,204494380,622717988,1070358249,506303390,2328502825,1293878173,1.07549602541849,0.1252844832023187,1.7996306557989985,123.95556741610775,0,0,0,0,0,506303389,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020940480128,0.0,0.0,0.0,157284.0,0.0,0.0,0.0,7285.0,0.0,0,0.0,0.2727272727272727,0.4408167909601735,0.0,ssdp,run2
4996894571,619312472479,2477433136,2313494125,205967310,627350218,1078630939,509609475,2345297798,1293878173,1.07086208226269,0.1255480196922489,1.8126109914677413,123.939471541634,0,0,0,0,0,509609466,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020212016274,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7285.0,0.0,0,0.0,0.2727272727272727,0.4411074384158805,0.0,ssdp,run2
5023342579,622510814360,2485215324,2330691212,207436043,631980069,1086899878,512913878,2362084557,1293878173,1.066299693071482,0.1258086740175719,1.8255849787799148,123.92362347780065,0,0,0,0,0,512913864,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002053864349,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7285.0,0.0,0,0.0,0.2727272727272727,0.4413896175982515,0.0,ssdp,run2
5049784307,625708263096,2493002329,2347876614,208905364,636607285,1095159327,516220031,2378868094,1293878173,1.0618114743060345,0.1260662329908896,1.8385564759040107,123.90791864687064,0,0,0,0,0,516220017,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000001994952456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7285.0,0.0,0,0.0,0.2727272727272727,0.4416635312338292,0.0,ssdp,run2
5076247539,628907872904,2500795334,2365074525,210377680,641237444,1103428233,519530380,2395662201,1293878173,1.0573854259412818,0.1263211533861331,1.851536142267082,123.89227831625648,0,0,0,0,0,519530367,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002070997861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4419296287056676,0.0,ssdp,run2
5102729203,632109993556,2508593378,2382285486,211850339,645871295,1111701866,522841840,2412469712,1293878173,1.0530196287314324,0.1265736960174721,1.8645261681835328,123.87684480382958,0,0,0,0,0,522841829,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020406563275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4421881379967294,0.0,ssdp,run2
5129169395,635307580677,2516383071,2399464637,213321687,650496145,1119963515,526148324,2429250680,1293878173,1.0487268835710706,0.126822901508013,1.8774956798038511,123.86168826795006,0,0,0,0,0,526148310,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002050744464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4424384852507447,0.0,ssdp,run2
5155650035,638509704636,2524176731,2416679875,214793429,655131039,1128240077,529457806,2446057899,1293878173,1.0444812145423277,0.1270705021777142,1.890485480042177,123.84659554108,0,0,0,0,0,529457802,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002042341588,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4426819077574558,0.0,ssdp,run2
5182099955,641707755223,2531960837,2433874114,216265004,659760251,1136506829,532764322,2462844235,1293878173,1.0403006558292358,0.1273152306457199,1.9034591404302168,123.83160510129528,0,0,0,0,0,532764313,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002064388396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4429177001155329,0.0,ssdp,run2
5208575477,644909288250,2539758140,2451081846,217735491,664393176,1144779274,536075081,2479648324,1293878173,1.036178430412152,0.1275575594390105,1.9164465215845323,123.8168269035914,0,0,0,0,0,536075070,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020770855014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4431465076376851,0.0,ssdp,run2
5235025776,648107433384,2547543532,2468274093,219208151,669022147,1153042850,539381559,2496435939,1293878173,1.032115330799285,0.1277972975925228,1.9294211704736748,123.80214751859512,0,0,0,0,0,539381543,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020776613305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4433681091558454,0.0,ssdp,run2
5262628339,651294178824,2560262693,2481621806,220743840,672608242,1159516434,545126878,2513142847,1293878173,1.0316893117274617,0.1278084255001386,1.9423334433202468,123.75834599555976,0,0,0,0,0,545126865,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002069557513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4435343623580358,0.0,ssdp,run2
5290433523,654472815884,2574009548,2494133107,222290868,675967887,1165597600,551383425,2529805704,1293878173,1.0320257330195488,0.1277717381876645,1.9552116704576328,123.70873068127578,0,0,0,0,0,551383414,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002085900081,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.443686224796131,0.0,ssdp,run2
5318230515,657650471275,2587746538,2506644835,223839142,679327774,1171677835,557635271,2546464685,1293878173,1.0323546845837854,0.1277356767601488,1.968086901949771,123.65964006639152,0,0,0,0,0,557635249,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020961920697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4438345480549717,0.0,ssdp,run2
5346095091,660835782829,2601520106,2519187342,225387643,682695833,1177773792,563904144,2563163737,1293878173,1.0326822712338002,0.1276999045806909,1.9809931031273376,123.61092939433463,0,0,0,0,0,563904134,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020653435806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4439796995229634,0.0,ssdp,run2
5373940211,664019209107,2615284644,2531720213,226935354,686060870,1183868341,570168668,2579850158,1293878173,1.0330069770628325,0.1276644032242286,1.993889542180259,123.56282039532351,0,0,0,0,0,570168655,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020814501287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4441212067865206,0.0,ssdp,run2
5401744997,667197930410,2629034996,2544227369,228482632,689419351,1189947801,576425993,2596512965,1293878173,1.0333333522126733,0.1276290071787703,2.0067677306741305,123.5152586396703,0,0,0,0,0,576425980,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020800134046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4442590649510874,0.0,ssdp,run2
5429544435,670375675832,2642779873,2556736333,230028229,692778338,1196027857,582682189,2613171874,1293878173,1.0336536618537584,0.1275941925319191,2.019642906519608,123.46812589111816,0,0,0,0,0,582682193,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002067041363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4443935936505593,0.0,ssdp,run2
5457403891,673560237658,2656555155,2569269962,231578774,696143938,1202120056,588952234,2629866355,1293878173,1.0339727604693023,0.1275595414786939,2.032545574907074,123.42136501364546,0,0,0,0,0,588952222,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020685398674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4445250713800234,0.0,ssdp,run2
5485195315,676737576869,2670294891,2581778374,233122050,699502687,1208200575,595204951,2646521851,1293878173,1.0342850950691247,0.1275255750851964,2.045418112946249,123.37529258408914,0,0,0,0,0,595204938,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0000020729034067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4446530149326034,0.0,ssdp,run2
5513056755,679922612324,2684067903,2594316060,234672792,702869272,1214295570,601473418,2663218167,1293878173,1.0345955700555622,0.1274917533476399,2.058322199550699,123.32951437645777,0,0,0,0,0,601473419,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002054438202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.444778035490093,0.0,ssdp,run2
5540903411,683105769088,2697833208,2606847510,236222693,706234197,1220387368,607738952,2679905185,1293878173,1.0349025777882956,0.1274583122308103,2.0712191000071845,123.28418642560597,0,0,0,0,0,607738940,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.00000207013696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4448998250075939,0.0,ssdp,run2
5568703453,686284374490,2711576920,2619358606,237767927,709593523,1226470275,613992486,2696566261,1293878173,1.035206448551474,0.127425266758948,2.084095950662582,123.23952609117325,0,0,0,0,0,613992469,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.00000209415885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4450182797642158,0.0,ssdp,run2
5596500190,689461684469,2725320865,2631864286,239315039,712951367,1232550754,620248866,2713221966,1293878173,1.0355096497555498,0.1273923600099082,2.096968650231648,123.1951507302638,0,0,0,0,0,620248856,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.00000205624335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4451336126022773,0.0,ssdp,run2
5624358899,692646575157,2739095006,2644396926,240866967,716316711,1238642477,626516957,2729917257,1293878173,1.035810841810062,0.1273597086998412,2.1098719446440497,123.15120489201912,0,0,0,0,0,626516945,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002063335257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.445246203278348,0.0,ssdp,run2
5652202616,695829596435,2752865270,2656923690,242413656,719680425,1244731570,632783877,2746603209,1293878173,1.036110024672933,0.1273274285962009,2.122768021220805,123.10768804806769,0,0,0,0,0,632783865,108,0,0,0,1293878173,22321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.000002025901256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.2727272727272727,0.4453557488890992,0.0,ssdp,run2
